UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,203280623,11/23/2020,455 NORTH AVENUE NE,603,Old Fourth Ward,M,33.7706,-84.372317
LARCENY-NON VEHICLE,203280670,11/23/2020,1800 MEMORIAL DR SE,610,Kirkwood,O,33.747641,-84.328691
AUTO THEFT,203280690,11/23/2020,2869 RIDGEVIEW DR,411,Greenbriar,R,33.667034,-84.492644
LARCENY-FROM VEHICLE,203280709,11/23/2020,1026 ASHBY GROVE SW,104,Ashview Heights,T,33.749698,-84.421539
ROBBERY,203280712,11/23/2020,2885 LAKEWOOD AVE SW,306,Sylvan Hills,X,33.697977,-84.410516
LARCENY-FROM VEHICLE,203280730,11/23/2020,250 PIEDMONT AVE NE,509,Downtown,M,33.761575,-84.382419
LARCENY-FROM VEHICLE,203280735,11/23/2020,854 OAK ST SW,401,West End,T,33.739478,-84.4162
LARCENY-NON VEHICLE,203280742,11/23/2020,574 FEDERAL TERRACE SE,305,Chosewood Park,Y,33.715214,-84.369176
LARCENY-FROM VEHICLE,203280764,11/23/2020,2371 GLENWOOD AVE SE,611,East Lake,O,33.739741,-84.309331
LARCENY-FROM VEHICLE,203281737,11/23/2020,112 KROG ST NE,602,Inman Park,N,33.756303,-84.364899
AGG ASSAULT,203281375,11/23/2020,355 PEACHTREE ST NE,509,Downtown,M,33.764024,-84.385535
LARCENY-FROM VEHICLE,203281636,11/23/2020,1021 PEACHTREE ST NE,503,Midtown,E,33.782647,-84.383687
ROBBERY,203281645,11/23/2020,2215 WINGATE ST SW,405,Florida Heights,I,33.748936,-84.460562
LARCENY-FROM VEHICLE,203281647,11/23/2020,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.822718,-84.371701
LARCENY-NON VEHICLE,203281665,11/23/2020,214 COLONIAL HOMES DR NW,205,Colonial Homes,C,33.813709,-84.395431
LARCENY-NON VEHICLE,203281666,11/23/2020,1384 RALPH DAVID ABERNATHY BLVD SW,404,Westview,T,33.739305,-84.434027
LARCENY-FROM VEHICLE,203281673,11/23/2020,1892 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.80681,-84.41304
AUTO THEFT,203262169,11/22/2020,1240 OAKLAND DR SW,403,Oakland City,S,33.721403,-84.427252
LARCENY-FROM VEHICLE,203262184,11/22/2020,3340 PEACHTREE RD NE,208,North Buckhead,B,33.847446,-84.370956
BURGLARY,203262193,11/22/2020,264 JOSEPH E. LOWERY BLVD NW,105,Washington Park,K,33.762023,-84.417738
LARCENY-FROM VEHICLE,203262195,11/22/2020,29 12TH ST NW,503,Midtown,E,33.784575,-84.389001
ROBBERY,203270097,11/22/2020,1097 HARWELL RD NW,112,Collier Heights,I,33.785212,-84.491125
LARCENY-FROM VEHICLE,203270131,11/22/2020,398 AUBURN AVE NE,604,Sweet Auburn,M,33.755724,-84.374532
AGG ASSAULT,203270138,11/22/2020,851 ROSEDALE AVE SE,605,Grant Park,W,33.731288,-84.367317
LARCENY-FROM VEHICLE,203270162,11/22/2020,151 SAMPSON ST NE,604,Old Fourth Ward,M,33.758263,-84.365089
LARCENY-FROM VEHICLE,203270220,11/22/2020,970 PIEDMONT AVE NE,503,Midtown,E,33.781107,-84.380961
LARCENY-FROM VEHICLE,203270237,11/22/2020,75 M.L.K. JR DR SW,511,Downtown,M,33.751358,-84.390261
LARCENY-FROM VEHICLE,203270288,11/22/2020,536 EDGEWOOD AVE NE,604,Old Fourth Ward,M,33.754598,-84.370038
AGG ASSAULT,203270306,11/22/2020,550 AMSTERDAM AVE NE,613,Morningside/Lenox Park,F,33.788506,-84.369152
AUTO THEFT,203270340,11/22/2020,1575 M.L.K. JR DR SW,104,Mozley Park,K,33.752763,-84.439031
LARCENY-FROM VEHICLE,203270347,11/22/2020,61 JESSE HILL JR DR NE,510,Downtown,M,33.756509,-84.379809
LARCENY-FROM VEHICLE,203270355,11/22/2020,3077 E SHADOWLAWN AVE NE,206,Buckhead Village,B,33.838706,-84.373857
LARCENY-FROM VEHICLE,203270374,11/22/2020,3216 PACES FERRY PL NW,206,South Tuxedo Park,B,33.842391,-84.382234
LARCENY-FROM VEHICLE,203270379,11/22/2020,48 JACKSON ST SE,604,Sweet Auburn,M,33.752855,-84.374292
LARCENY-FROM VEHICLE,203270380,11/22/2020,208 HUNNICUTT ST NW,504,Downtown,M,33.76653,-84.393567
LARCENY-FROM VEHICLE,203270434,11/22/2020,450 PIEDMONT AVE NE,509,Downtown,M,33.766247,-84.382788
LARCENY-FROM VEHICLE,203270458,11/22/2020,76 4TH ST NW,505,Midtown,E,33.774872,-84.389726
LARCENY-FROM VEHICLE,203270460,11/22/2020,150 PINE ST NE,509,Downtown,M,33.767757,-84.382501
LARCENY-FROM VEHICLE,203270485,11/22/2020,332 PAINES AVE NW,506,English Avenue,L,33.763801,-84.414954
LARCENY-NON VEHICLE,203270523,11/22/2020,1660 JONESBORO RD SE,307,Lakewood Heights,Y,33.706654,-84.379264
AUTO THEFT,203270571,11/22/2020,2782 JONESBORO RD SE,313,South River Gardens,Z,33.678194,-84.368888
AUTO THEFT,203270574,11/22/2020,160 TED TURNER DR NW,508,Downtown,M,33.759308,-84.389918
LARCENY-FROM VEHICLE,203270590,11/22/2020,2399 PARKLAND DR NE,211,Lindbergh/Morosgo,B,33.819556,-84.363878
LARCENY-FROM VEHICLE,203270593,11/22/2020,190 HUNNICUTT ST NW,504,Downtown,M,33.766644,-84.395349
AUTO THEFT,203270604,11/22/2020,139 RALPH MCGILL BLVD NE,509,Downtown,M,33.763944,-84.382829
AUTO THEFT,203270633,11/22/2020,3181 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.786522,-84.490294
LARCENY-FROM VEHICLE,203270643,11/22/2020,1348 LANSING ST SE,305,South Atlanta,Y,33.717878,-84.385405
AUTO THEFT,203270662,11/22/2020,1716 FOREST LAKES AVE SE,611,The Villages at East Lake,O,33.743434,-84.312424
AUTO THEFT,203270729,11/22/2020,77 12TH ST NE,503,Midtown,E,33.784342,-84.384962
LARCENY-FROM VEHICLE,203270731,11/22/2020,1993 BENT CREEK WAY SW,410,Campbellton Road,R,33.700971,-84.465883
LARCENY-FROM VEHICLE,203270734,11/22/2020,1038 W PEACHTREE ST NW,503,Midtown,E,33.783043,-84.388146
LARCENY-FROM VEHICLE,203270757,11/22/2020,99 PARK AVE SE,305,South Atlanta,Y,33.712145,-84.385929
LARCENY-FROM VEHICLE,203270773,11/22/2020,17 JESSE HILL JR DR NE,510,Downtown,M,33.75485,-84.379955
AGG ASSAULT,203270799,11/22/2020,442 14TH ST NW,501,Home Park,E,33.785764,-84.401631
LARCENY-NON VEHICLE,203270813,11/22/2020,121 THAYER AVE SE,305,South Atlanta,Y,33.715589,-84.384122
LARCENY-NON VEHICLE,203270820,11/22/2020,284 LAKEMOORE DR NE,209,North Buckhead,B,33.865776,-84.378307
LARCENY-FROM VEHICLE,203270861,11/22/2020,1191 MOTON AVE SW,302,Pittsburgh,V,33.722396,-84.396972
LARCENY-NON VEHICLE,203270899,11/22/2020,2859 CARDO DR NW,113,Lincoln Homes,G,33.800683,-84.481388
BURGLARY,203270905,11/22/2020,256 GLENN ST SW,303,Mechanicsville,V,33.737906,-84.395412
AUTO THEFT,203270923,11/22/2020,255 COURTLAND ST NE,509,Downtown,M,33.761546,-84.383562
LARCENY-FROM VEHICLE,203270924,11/22/2020,1000 PARK AVE NE,208,North Buckhead,B,33.855121,-84.361961
AUTO THEFT,203271017,11/22/2020,1829 CAMPBELLTON RD SW,408,Venetian Hills,S,33.710487,-84.447975
ROBBERY,203271065,11/22/2020,1700 STANTON RD SW,408,,R,33.70865,-84.443507
LARCENY-FROM VEHICLE,203271074,11/22/2020,55 DELMONT DR NE,206,Garden Hills,B,33.833135,-84.381385
AGG ASSAULT,203271080,11/22/2020,742 CHURCH ST NW,109,Center Hill,J,33.775253,-84.468147
AGG ASSAULT,203271112,11/22/2020,3042 W PEEK RD NW,112,Collier Heights,I,33.773094,-84.48606
AGG ASSAULT,203271146,11/22/2020,2155 HOLLYWOOD DR NW,110,Almond Park,G,33.782963,-84.457691
LARCENY-FROM VEHICLE,203271160,11/22/2020,2020 HOWELL MILL RD NW,205,Wildwood (NPU-C),C,33.810225,-84.414561
AGG ASSAULT,203271162,11/22/2020,627 PARKWAY DR NE,603,Old Fourth Ward,M,33.771739,-84.372482
AUTO THEFT,203271182,11/22/2020,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.688394,-84.493522
LARCENY-FROM VEHICLE,203271271,11/22/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
LARCENY-FROM VEHICLE,203271430,11/22/2020,262 NORTHSIDE DR SW,507,Castleberry Hill,M,33.747039,-84.405599
AUTO THEFT,203271477,11/22/2020,2331 PEACHTREE RD,211,Peachtree Hills,B,33.818326,-84.388533
LARCENY-FROM VEHICLE,203271519,11/22/2020,310 PETERS ST SW,507,Castleberry Hill,M,33.746026,-84.402819
ROBBERY,203271532,11/22/2020,501 PIEDMONT AVE NE,509,Downtown,M,33.76813,-84.382366
LARCENY-NON VEHICLE,203271539,11/22/2020,2982 N FULTON DR NE,206,Garden Hills,B,33.83612,-84.378169
LARCENY-FROM VEHICLE,203271574,11/22/2020,1347 PASADENA AVE NE,613,Morningside/Lenox Park,F,33.799146,-84.342363
LARCENY-FROM VEHICLE,203271599,11/22/2020,343 PETERS ST SW,507,Castleberry Hill,M,33.745528,-84.404196
LARCENY-FROM VEHICLE,203271607,11/22/2020,95 8TH ST NW,503,Midtown,E,33.779837,-84.390194
LARCENY-FROM VEHICLE,203271608,11/22/2020,100 W PEACHTREE PL NW,508,Downtown,M,33.764017,-84.390704
LARCENY-NON VEHICLE,203271626,11/22/2020,92 WEST PACES FERRY RD NW,206,Peachtree Heights West,B,33.839632,-84.384184
LARCENY-FROM VEHICLE,203271670,11/22/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.782806,-84.411234
LARCENY-FROM VEHICLE,203271679,11/22/2020,1005 HEMPHILL AVE NW,501,Home Park,E,33.782127,-84.404401
LARCENY-NON VEHICLE,203271694,11/22/2020,499 NORTHSIDE CIR NW,207,Loring Heights,E,33.797913,-84.405776
LARCENY-FROM VEHICLE,203271728,11/22/2020,1700 STANTON RD SW,408,,R,33.70865,-84.443507
LARCENY-NON VEHICLE,203271748,11/22/2020,325 CENTENNIAL OLYMPIC PARK DR NW,508,Downtown,M,33.763586,-84.391245
LARCENY-FROM VEHICLE,203271833,11/22/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.780238,-84.411193
LARCENY-FROM VEHICLE,203271851,11/22/2020,745 FOUNTAINHEAD LN NE,211,Lindbergh/Morosgo,B,33.81899,-84.363806
LARCENY-FROM VEHICLE,203261954,11/22/2020,263 WALKER ST SW,507,Castleberry Hill,M,33.747463,-84.40319
LARCENY-FROM VEHICLE,203262004,11/22/2020,3200 CUSHMAN CIR SW,406,,I,33.748736,-84.492555
LARCENY-FROM VEHICLE,203262047,11/22/2020,207 PEACHTREE CENTER AVE NE,509,Downtown,M,33.760454,-84.385764
ROBBERY,203262108,11/22/2020,930 SPRING ST NW,503,Midtown,E,33.779952,-84.389521
LARCENY-NON VEHICLE,203261118,11/22/2020,3200 STONE RD SW,411,Greenbriar,R,33.667877,-84.495343
LARCENY-NON VEHICLE,203261656,11/22/2020,3393 PEACHTREE RD NE,210,Lenox,B,33.848151,-84.363438
LARCENY-FROM VEHICLE,203261828,11/22/2020,492 LARKIN ST SW,507,Castleberry Hill,M,33.747837,-84.403765
AGG ASSAULT,203261911,11/21/2020,3255 PEACHTREE RD NE,208,Peachtree Park,B,33.843026,-84.370765
LARCENY-FROM VEHICLE,203251732,11/21/2020,4475 ROSWELL RD NE,209,North Buckhead,B,33.877273,-84.379462
LARCENY-FROM VEHICLE,203261680,11/21/2020,433 HIGHLAND AVE NE,604,Old Fourth Ward,M,33.761219,-84.373795
AUTO THEFT,203261716,11/21/2020,61 NORTH AVENUE NW,505,Midtown,E,33.771595,-84.389303
AGG ASSAULT,203261815,11/21/2020,265 PEACHTREE CENTER AVE NE,509,Downtown,M,33.761595,-84.38558
LARCENY-FROM VEHICLE,203251586,11/21/2020,4475 ROSWELL RD NE,209,North Buckhead,B,33.877273,-84.379462
LARCENY-FROM VEHICLE,203251601,11/21/2020,500 10TH ST NE,502,,E,33.782228,-84.369258
AUTO THEFT,203251793,11/21/2020,77 12TH ST NE,503,Midtown,E,33.784342,-84.384962
AUTO THEFT,203261120,11/21/2020,530 PIEDMONT AVE NE,509,Downtown,M,33.768842,-84.382444
LARCENY-FROM VEHICLE,203261131,11/21/2020,144 MORELAND AVE NE,606,Reynoldstown,N,33.757259,-84.349768
LARCENY-NON VEHICLE,203261175,11/21/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
BURGLARY,203261197,11/21/2020,1750 COMMERCE DR NW,204,Berkeley Park,D,33.801368,-84.411135
LARCENY-NON VEHICLE,203261201,11/21/2020,3833 PRINCETON LAKES CT SW,414,Princeton Lakes,P,33.657307,-84.513199
LARCENY-FROM VEHICLE,203261202,11/21/2020,541 PEACHTREE ST NE,509,Downtown,M,33.769469,-84.385002
LARCENY-NON VEHICLE,203261220,11/21/2020,787 CASCADE AVE SW,404,Westview,T,33.733847,-84.437554
LARCENY-FROM VEHICLE,203261239,11/21/2020,COURTLAND ST NE & BAKER ST NE,509,Downtown,M,33.762208,-84.384132
LARCENY-FROM VEHICLE,203261248,11/21/2020,77 M.L.K. JR DR SW,511,Downtown,M,33.751342,-84.390238
LARCENY-FROM VEHICLE,203261287,11/21/2020,1005 ALBION AVE NE,602,Inman Park,N,33.76608,-84.35476
LARCENY-NON VEHICLE,203261319,11/21/2020,751 FAIRBURN RD SW,407,Fairburn Mays,H,33.734426,-84.511404
LARCENY-FROM VEHICLE,203261334,11/21/2020,140 CHASTAIN PARK AVE NW,202,Chastain Park,A,33.875086,-84.390677
LARCENY-FROM VEHICLE,203261347,11/21/2020,1025 HOWELL MILL RD NW,501,Home Park,E,33.782806,-84.411234
LARCENY-FROM VEHICLE,203261362,11/21/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.749898,-84.377702
LARCENY-NON VEHICLE,203261378,11/21/2020,2302 MARIETTA BLVD NW,103,Bolton,D,33.818156,-84.451347
LARCENY-FROM VEHICLE,203261405,11/21/2020,1016 HOWELL MILL RD NW,501,Home Park,E,33.782297,-84.411761
LARCENY-NON VEHICLE,203261408,11/21/2020,374 CLEVELAND AVE SW,311,Hammond Park,X,33.680752,-84.401282
LARCENY-FROM VEHICLE,203261429,11/21/2020,2245 AJAX DR NW,110,Carver Hills,G,33.799518,-84.461177
LARCENY-FROM VEHICLE,203261436,11/21/2020,455 14TH ST NW,501,Home Park,E,33.7866,-84.401836
AGG ASSAULT,203261444,11/21/2020,2460 M.L.K. JR DR SW,405,Harland Terrace,I,33.751991,-84.468572
LARCENY-FROM VEHICLE,203261446,11/21/2020,375 18TH ST NW,501,Atlantic Station,E,33.793057,-84.399607
BURGLARY,203261483,11/21/2020,2430 CLARISSA DR NW,110,Carver Hills,G,33.796961,-84.460654
AGG ASSAULT,203261504,11/21/2020,640 CENTER HILL AVE NW,109,Center Hill,J,33.772468,-84.464252
BURGLARY,203261543,11/21/2020,2265 PERRY BLVD NW,110,Scotts Crossing,G,33.805921,-84.464805
LARCENY-NON VEHICLE,203261591,11/21/2020,2750 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.777343,-84.477432
LARCENY-NON VEHICLE,203261650,11/21/2020,1750 COMMERCE DR NW,204,Berkeley Park,D,33.801368,-84.411135
LARCENY-FROM VEHICLE,203251935,11/21/2020,1385 PASADENA AVE NE,613,Morningside/Lenox Park,F,33.801196,-84.341778
LARCENY-FROM VEHICLE,203251967,11/21/2020,2043 CHESHIRE BRIDGE RD NE,613,Lindridge/Martin Manor,F,33.81126,-84.355971
LARCENY-FROM VEHICLE,203251978,11/21/2020,817 W PEACHTREE ST NW,505,Midtown,E,33.777637,-84.387092
LARCENY-FROM VEHICLE,203251985,11/21/2020,400 W PEACHTREE ST NW,504,Downtown,M,33.765366,-84.38829
LARCENY-FROM VEHICLE,203252047,11/21/2020,250 PIEDMONT AVE NE,509,Downtown,M,33.761575,-84.382419
LARCENY-FROM VEHICLE,203252121,11/21/2020,1133 HUFF RD NW,103,Blandtown,D,33.789818,-84.424898
AGG ASSAULT,203260056,11/21/2020,313 PETERS ST SW,507,Castleberry Hill,M,33.747484,-84.403782
LARCENY-NON VEHICLE,203260085,11/21/2020,358 FRASER ST SE,605,Capitol Gateway,V,33.744944,-84.386032
LARCENY-FROM VEHICLE,203260095,11/21/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.749898,-84.377702
LARCENY-FROM VEHICLE,203260107,11/21/2020,164 PRYOR ST SW,512,Downtown,M,33.750286,-84.391847
LARCENY-FROM VEHICLE,203260183,11/21/2020,3103 E SHADOWLAWN AVE NE,206,Buckhead Village,B,33.839662,-84.373857
LARCENY-FROM VEHICLE,203260223,11/21/2020,428 PONCE DE LEON AVE NE,614,Midtown,E,33.773346,-84.373385
LARCENY-FROM VEHICLE,203260268,11/21/2020,75 13TH ST NE,503,Midtown,E,33.785464,-84.384944
ROBBERY,203260319,11/21/2020,1400 W PEACHTREE ST NW,502,Midtown,E,33.792888,-84.388315
LARCENY-FROM VEHICLE,203260396,11/21/2020,JESSE HILL JR DR NE & AUBURN AVE NE,510,Downtown,M,33.755536,-84.380244
LARCENY-FROM VEHICLE,203260413,11/21/2020,3402 PIEDMONT RD NE,208,Buckhead Forest,B,33.847549,-84.373796
AUTO THEFT,203260488,11/21/2020,1072 CASCADE AVE SW,403,Cascade Avenue/Road,S,33.725866,-84.445919
ROBBERY,203260513,11/21/2020,930 SPRING ST NW,503,Midtown,E,33.779952,-84.389521
LARCENY-FROM VEHICLE,203260518,11/21/2020,540 PHARR RD NE,206,Buckhead Village,B,33.837269,-84.370619
LARCENY-NON VEHICLE,203260580,11/21/2020,1040 HUFF RD NW,103,Blandtown,D,33.789028,-84.421602
LARCENY-FROM VEHICLE,203260590,11/21/2020,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.803443,-84.414558
AUTO THEFT,203260616,11/21/2020,1772 MELROSE DR SW,306,Sylvan Hills,X,33.706448,-84.419749
LARCENY-NON VEHICLE,203260638,11/21/2020,962 RITTENHOUSE WAY,607,Custer/McDonough/Guice,W,33.714407,-84.358264
LARCENY-FROM VEHICLE,203260640,11/21/2020,53 14TH ST NE,503,Midtown,E,33.786146,-84.385836
LARCENY-NON VEHICLE,203260702,11/21/2020,235 PEACHTREE ST NE,509,Downtown,M,33.760532,-84.387234
LARCENY-FROM VEHICLE,203260706,11/21/2020,352 PAINES AVE NW,506,English Avenue,L,33.764244,-84.414907
LARCENY-FROM VEHICLE,203260712,11/21/2020,16 W PEACHTREE PL NW,508,Downtown,M,33.764379,-84.388377
LARCENY-FROM VEHICLE,203260751,11/21/2020,1115 BRIARCLIFF PL NE,601,Atkins Park,F,33.776908,-84.350857
AUTO THEFT,203260786,11/21/2020,2479 PEACHTREE RD NE,206,Buckhead Village,B,33.839546,-84.379667
AUTO THEFT,203260800,11/21/2020,1185 LUCILE AVE SW,401,West End,T,33.742601,-84.426581
LARCENY-NON VEHICLE,203260819,11/21/2020,1815 CUMMINGS DR SW,408,Venetian Hills,S,33.717475,-84.447111
AUTO THEFT,203260837,11/21/2020,864 7TH ST NE,614,Midtown,E,33.77851,-84.372877
LARCENY-FROM VEHICLE,203260839,11/21/2020,98 WILLIAM HOLMES BORDERS SENIOR DR NE,604,Sweet Auburn,M,33.755493,-84.375533
AUTO THEFT,203260852,11/21/2020,973 PARSONS ST SW,104,Ashview Heights,T,33.751264,-84.419421
LARCENY-FROM VEHICLE,203260900,11/21/2020,600 GARSON DR NE,211,Lindbergh/Morosgo,B,33.818174,-84.368375
AGG ASSAULT,203260927,11/21/2020,1700 STANTON RD SW,408,,R,33.70865,-84.443507
LARCENY-FROM VEHICLE,203260937,11/21/2020,284 HUNNICUTT ST NW,504,Downtown,M,33.766479,-84.395545
LARCENY-FROM VEHICLE,203260942,11/21/2020,2301 DEFOOR HILLS RD NW,204,Underwood Hills,D,33.817824,-84.434498
LARCENY-FROM VEHICLE,203260961,11/21/2020,2 HILLIARD ST NE,604,Sweet Auburn,M,33.754395,-84.37661
LARCENY-FROM VEHICLE,203260962,11/21/2020,761 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.822472,-84.362502
AGG ASSAULT,203260965,11/21/2020,222 TUSKEGEE ST SE,304,Peoplestown,V,33.728894,-84.380403
AUTO THEFT,203260966,11/21/2020,523 JOSEPH E. BOONE BLVD NW,506,English Avenue,L,33.763749,-84.40451
BURGLARY,203261010,11/21/2020,75 CHESTER AVE SE,606,Reynoldstown,N,33.751873,-84.35929
LARCENY-FROM VEHICLE,203261030,11/21/2020,1391 COLLIER RD NW,204,Underwood Hills,D,33.810547,-84.435155
LARCENY-FROM VEHICLE,203261041,11/21/2020,851 CONSTITUTION RD SE,308,Leila Valley,Z,33.692704,-84.360698
LARCENY-NON VEHICLE,203261055,11/21/2020,1874 PEACHTREE RD NW,207,Ardmore,E,33.806181,-84.394395
LARCENY-FROM VEHICLE,203241905,11/21/2020,3167 PEACHTREE RD NE,206,Buckhead Village,B,33.840301,-84.375873
LARCENY-NON VEHICLE,203251454,11/21/2020,1870 CAMPBELLTON RD SW,408,,R,33.707526,-84.448476
AGG ASSAULT,203250643,11/21/2020,709 CASPLAN ST SW,306,Sylvan Hills,X,33.706023,-84.411296
LARCENY-NON VEHICLE,203240955,11/21/2020,3182 ROSWELL RD NW,206,South Tuxedo Park,B,33.842019,-84.379281
LARCENY-FROM VEHICLE,203262112,11/21/2020,1039 GRANT ST SE,605,Grant Park,W,33.725445,-84.377368
AUTO THEFT,203241746,11/20/2020,3000 STONE HOGAN CONN SW,411,Greenbriar,R,33.67306,-84.494359
LARCENY-FROM VEHICLE,203241880,11/20/2020,2893 PEACHTREE RD NE,206,Garden Hills,B,33.833791,-84.382622
AGG ASSAULT,203250680,11/20/2020,2115 PIEDMONT RD NE,212,Morningside/Lenox Park,F,33.812534,-84.365788
AUTO THEFT,203250695,11/20/2020,2656 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.776193,-84.47404
LARCENY-NON VEHICLE,203250696,11/20/2020,1595 MARIETTA BLVD NW,103,Hills Park,D,33.798697,-84.433875
LARCENY-FROM VEHICLE,203250704,11/20/2020,437 MEMORIAL DR SE,605,Grant Park,W,33.746369,-84.372802
LARCENY-FROM VEHICLE,203250707,11/20/2020,60 ANDREW YOUNG INTERNATIONAL BLVD NE,509,Downtown,M,33.759878,-84.385791
LARCENY-NON VEHICLE,203250712,11/20/2020,56 MAPLE ST NW,102,Vine City,L,33.755941,-84.405336
LARCENY-NON VEHICLE,203250743,11/20/2020,839 CLEVELAND AVE,309,Perkerson,X,33.681747,-84.416163
ROBBERY,203250823,11/20/2020,3097 MAPLE DR NE,206,Buckhead Village,B,33.839968,-84.371496
LARCENY-NON VEHICLE,203250885,11/20/2020,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824018,-84.365306
AGG ASSAULT,203250929,11/20/2020,62 HARWELL RD NW,111,,I,33.753405,-84.49311
LARCENY-FROM VEHICLE,203250930,11/20/2020,2199 COLLEGE AVE NE,610,Kirkwood,O,33.764329,-84.315127
ROBBERY,203250958,11/20/2020,195 FAIRBURN RD NW,111,Adamsville,H,33.761069,-84.504255
LARCENY-FROM VEHICLE,203250977,11/20/2020,717 EDGEHILL AVE NW,501,Home Park,E,33.782559,-84.41058
LARCENY-FROM VEHICLE,203250985,11/20/2020,2909 METROPOLITAN PKWY SW,311,Hammond Park,X,33.675307,-84.408957
ROBBERY,203250991,11/20/2020,2925 LAKEWOOD AVE SW,310,Polar Rock,Z,33.697369,-84.401974
AGG ASSAULT,203251005,11/20/2020,20 VANIRA AVE SE,304,Peoplestown,V,33.729702,-84.387243
LARCENY-FROM VEHICLE,203251008,11/20/2020,1772 DEFOOR AVE NW,204,Underwood Hills,D,33.803784,-84.421637
LARCENY-FROM VEHICLE,203242021,11/20/2020,98 WILLIAM HOLMES BORDERS SENIOR DR NE,604,Sweet Auburn,M,33.755493,-84.375533
LARCENY-FROM VEHICLE,203242059,11/20/2020,2537 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.823809,-84.363192
AGG ASSAULT,203242062,11/20/2020,77 STRATFORD DR NW,111,,I,33.757738,-84.488069
LARCENY-FROM VEHICLE,203242064,11/20/2020,75 13TH ST NE,503,Midtown,E,33.785464,-84.384944
LARCENY-FROM VEHICLE,203242095,11/20/2020,921 HOWELL MILL RD NW,501,Home Park,E,33.780235,-84.410167
LARCENY-FROM VEHICLE,203250005,11/20/2020,1061 HOWELL MILL RD NW,501,Home Park,E,33.78385,-84.411234
LARCENY-FROM VEHICLE,203250008,11/20/2020,492 CLIFTON RD NE,608,Candler Park,N,33.767622,-84.333313
AUTO THEFT,203250017,11/20/2020,3540 N CAMP CREEK PKWY SW,411,Greenbriar,R,33.673492,-84.497204
LARCENY-FROM VEHICLE,203250030,11/20/2020,976 BRADY AVE NW,501,Home Park,E,33.781318,-84.413902
LARCENY-FROM VEHICLE,203250033,11/20/2020,942 PEACHTREE ST NE,503,Midtown,E,33.780375,-84.384471
LARCENY-FROM VEHICLE,203250058,11/20/2020,1075 PEACHTREE ST NE,503,Midtown,E,33.783861,-84.383009
LARCENY-FROM VEHICLE,203250112,11/20/2020,2956 GRANDVIEW AVE NE,206,Garden Hills,B,33.835312,-84.37665
LARCENY-FROM VEHICLE,203250121,11/20/2020,3116 PEACHTREE RD NE,208,Buckhead Forest,B,33.840564,-84.378781
LARCENY-FROM VEHICLE,203250182,11/20/2020,1005 HOWELL MILL RD NW,501,Home Park,E,33.782341,-84.411257
LARCENY-FROM VEHICLE,203250192,11/20/2020,1080 EUCLID AVE NE,602,Inman Park,N,33.764149,-84.351688
LARCENY-FROM VEHICLE,203250208,11/20/2020,1050 MARIETTA ST NW,504,Marietta Street Artery,E,33.77953,-84.41233
BURGLARY,203250245,11/20/2020,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.843909,-84.373098
LARCENY-FROM VEHICLE,203250285,11/20/2020,3177 PEACHTREE RD NE,206,Buckhead Village,B,33.840766,-84.37537
LARCENY-FROM VEHICLE,203250376,11/20/2020,935 BRUCE CIR SE,607,Custer/McDonough/Guice,W,33.715588,-84.358292
LARCENY-FROM VEHICLE,203250393,11/20/2020,990 BRADY AVE NW,501,Home Park,E,33.782187,-84.413902
LARCENY-FROM VEHICLE,203250412,11/20/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.778909,-84.387633
LARCENY-NON VEHICLE,203250465,11/20/2020,749 FLAT SHOALS AVE SE,612,East Atlanta,W,33.733795,-84.340504
AUTO THEFT,203250479,11/20/2020,921 VIRGINIA CIR NE,601,Virginia Highland,F,33.780894,-84.357183
LARCENY-NON VEHICLE,203250542,11/20/2020,1110 W PEACHTREE ST NW,503,Midtown,E,33.78505,-84.388269
LARCENY-FROM VEHICLE,203250609,11/20/2020,670 DEKALB AVE NE,602,Inman Park,N,33.753549,-84.365567
LARCENY-FROM VEHICLE,203251456,11/20/2020,1021 PEACHTREE ST NE,503,Midtown,E,33.782647,-84.383687
LARCENY-FROM VEHICLE,203251463,11/20/2020,880 W PEACHTREE ST NW,505,Midtown,E,33.778909,-84.387633
LARCENY-FROM VEHICLE,203251478,11/20/2020,99 KROG ST NE,602,Inman Park,N,33.757109,-84.36384
