UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-FROM VEHICLE,203172110,11/13/2020,437 MEMORIAL DR SE,605,Grant Park,W,33.746369,-84.372802
LARCENY-FROM VEHICLE,203172127,11/13/2020,123 LUCKIE ST NW,508,Downtown,M,33.758453,-84.390301
LARCENY-FROM VEHICLE,203172147,11/13/2020,242 PEACHTREE CENTER AVE NE,509,Downtown,M,33.760973,-84.386041
AGG ASSAULT,203172172,11/13/2020,3385 ADKINS RD NW,114,Fairburn Heights,H,33.773108,-84.502002
LARCENY-FROM VEHICLE,203180042,11/13/2020,60 ANDREW YOUNG INTERNATIONAL BLVD NE,509,Downtown,M,33.759878,-84.385791
ROBBERY,203180045,11/13/2020,960 CONSTITUTION RD SE,308,Norwood Manor,Z,33.69475,-84.357163
AUTO THEFT,203180062,11/13/2020,1981 TIGER FLOWERS DR NW,108,Dixie Hills,J,33.760352,-84.452155
LARCENY-NON VEHICLE,203180075,11/13/2020,1223 DEFOOR CT NW,204,Underwood Hills,D,33.808871,-84.426186
LARCENY-FROM VEHICLE,203180086,11/13/2020,899 M.L.K. JR DR SW,102,Vine City,L,33.754851,-84.417064
BURGLARY,203180158,11/13/2020,2836 WATERS RD SW,312,Glenrose Heights,Z,33.677104,-84.392826
AUTO THEFT,203180170,11/13/2020,800 SIDNEY MARCUS BLVD NE,211,Lindbergh/Morosgo,B,33.82631,-84.361804
LARCENY-FROM VEHICLE,203180227,11/13/2020,250 PHARR RD NE,206,Buckhead Village,B,33.837338,-84.378555
AGG ASSAULT,203180244,11/13/2020,188 14TH ST NE,502,Midtown,E,33.786798,-84.38144
LARCENY-FROM VEHICLE,203180297,11/13/2020,1100 CRESCENT AVE NE,503,Midtown,E,33.784663,-84.384533
LARCENY-FROM VEHICLE,203180358,11/13/2020,87 WALTON ST NW,508,Downtown,M,33.756946,-84.391164
LARCENY-FROM VEHICLE,203180364,11/13/2020,1050 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.772844,-84.421821
LARCENY-NON VEHICLE,203180377,11/13/2020,35 BROAD ST NW,508,Downtown,M,33.755211,-84.389678
LARCENY-FROM VEHICLE,203180416,11/13/2020,1080 PEACHTREE ST NE,503,Midtown,E,33.783972,-84.384184
LARCENY-FROM VEHICLE,203180429,11/13/2020,161 TED TURNER DR NW,508,Downtown,M,33.75878,-84.389721
AUTO THEFT,203180445,11/13/2020,469 TUFTON TR,312,Glenrose Heights,Z,33.665452,-84.384738
AUTO THEFT,203180448,11/13/2020,491 W LAKE AVE NW,107,Grove Park,J,33.768859,-84.441041
LARCENY-FROM VEHICLE,203180469,11/13/2020,77 12TH ST NE,503,Midtown,E,33.784342,-84.384962
LARCENY-NON VEHICLE,203180502,11/13/2020,2525 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.824018,-84.365306
AUTO THEFT,203180510,11/13/2020,70 ANDERSON AVE NW,108,Penelope Neighbors,J,33.754681,-84.44791
BURGLARY,203180519,11/13/2020,860 WESTMONT RD SW,402,Oakland City,S,33.731762,-84.437165
AGG ASSAULT,203180532,11/13/2020,2080 CAMPBELLTON RD SW,410,Campbellton Road,R,33.705236,-84.45685
LARCENY-NON VEHICLE,203180539,11/13/2020,1143 ISA DR SE,308,Thomasville Heights,Z,33.700342,-84.351391
LARCENY-FROM VEHICLE,203180597,11/13/2020,3850 ROSWELL RD NE,209,East Chastain Park,B,33.860256,-84.381998
LARCENY-NON VEHICLE,203180636,11/13/2020,3640 CAMPBELLTON RD SW,413,,P,33.689169,-84.507963
LARCENY-NON VEHICLE,203180646,11/13/2020,3143 TOPAZ LN SW,411,Greenbriar,R,33.675162,-84.491183
BURGLARY,203180647,11/13/2020,2055 FAIRBURN RD SW,412,Kings Forest,P,33.698684,-84.508967
LARCENY-FROM VEHICLE,203180648,11/13/2020,2762 VINEYARDS DR SE,312,Rosedale Heights,Z,33.679461,-84.369242
LARCENY-FROM VEHICLE,203180740,11/13/2020,2545 JONESBORO RD SE,310,Browns Mill Park,Z,33.68527,-84.365032
AUTO THEFT,203180759,11/13/2020,175 LOWRY ST NE,609,Edgewood,O,33.758331,-84.339751
BURGLARY,203180769,11/13/2020,755 NORTH AVENUE NE,602,Poncey-Highland,N,33.770737,-84.362913
LARCENY-FROM VEHICLE,203180798,11/13/2020,850 OAK ST SW,401,West End,T,33.738872,-84.415368
LARCENY-NON VEHICLE,203180814,11/13/2020,835 M.L.K. JR DR NW,102,Vine City,L,33.755758,-84.413691
AUTO THEFT,203180819,11/13/2020,2 BURBANK DR NW,105,Hunter Hills,K,33.754969,-84.428242
LARCENY-NON VEHICLE,203180826,11/13/2020,1235 CAROLINE ST NE,609,Edgewood,O,33.757956,-84.347879
BURGLARY,203180843,11/13/2020,1970 DONALD LEE HOLLOWELL PKWY NW,110,Grove Park,J,33.775936,-84.449003
LARCENY-NON VEHICLE,202921153,11/13/2020,180 WALKER ST SW,507,Castleberry Hill,M,33.749799,-84.400974
LARCENY-FROM VEHICLE,203051833,11/13/2020,2465 PIEDMONT RD NE,211,Lindbergh/Morosgo,B,33.822756,-84.366934
BURGLARY,203170471,11/12/2020,841 OAK ST SW,401,West End,T,33.741039,-84.415605
BURGLARY,203170506,11/12/2020,2800 M.L.K. JR DR SW,405,Harland Terrace,I,33.754168,-84.478745
LARCENY-NON VEHICLE,203170554,11/12/2020,2275 MARIETTA BLVD NW,201,,C,33.819507,-84.450659
LARCENY-FROM VEHICLE,203170555,11/12/2020,737 RALPH MCGILL BLVD NE,603,Old Fourth Ward,M,33.766324,-84.362974
LARCENY-NON VEHICLE,203170577,11/12/2020,2275 MARIETTA BLVD NW,201,,C,33.819507,-84.450659
LARCENY-FROM VEHICLE,203170657,11/12/2020,1163 W PEACHTREE ST NE,503,Midtown,E,33.786111,-84.38747
AUTO THEFT,203170664,11/12/2020,1612 EZRA CHURCH DR NW,105,West Lake,J,33.759564,-84.440425
LARCENY-NON VEHICLE,203170721,11/12/2020,2258 SUTTON ST SE,611,Kirkwood,O,33.748511,-84.313647
LARCENY-FROM VEHICLE,203170738,11/12/2020,2566 JONESBORO RD SE,308,Leila Valley,Z,33.683746,-84.364576
LARCENY-NON VEHICLE,203170778,11/12/2020,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.822471,-84.364391
LARCENY-FROM VEHICLE,203170783,11/12/2020,3098 PIEDMONT RD NE,206,Buckhead Village,B,33.840162,-84.370204
AGG ASSAULT,203170785,11/12/2020,1870 MYRTLE DR SW,410,Campbellton Road,R,33.703861,-84.454332
AGG ASSAULT,203170788,11/12/2020,765 MCDANIEL ST SW,302,Pittsburgh,V,33.733026,-84.402493
LARCENY-FROM VEHICLE,203170827,11/12/2020,3181 DONALD LEE HOLLOWELL PKWY NW,113,Brookview Heights,G,33.786522,-84.490294
AUTO THEFT,203170841,11/12/2020,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.817764,-84.350527
AUTO THEFT,203170980,11/12/2020,1390 MARIETTA BLVD NW,103,Hills Park,D,33.791964,-84.431011
LARCENY-FROM VEHICLE,203170993,11/12/2020,3222 HAZELWOOD DR SW,406,Magnum Manor,I,33.727218,-84.493683
LARCENY-FROM VEHICLE,203171118,11/12/2020,2955 PEACHTREE RD,206,Garden Hills,B,33.835513,-84.381556
LARCENY-FROM VEHICLE,203171133,11/12/2020,113 TED TURNER DR,508,Downtown,M,33.757773,-84.391216
LARCENY-FROM VEHICLE,203171136,11/12/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
LARCENY-NON VEHICLE,203171144,11/12/2020,1790 HOWELL MILL RD NW,204,Underwood Hills,D,33.803443,-84.414558
LARCENY-NON VEHICLE,203171151,11/12/2020,3070 BOLLING WAY NE,206,Buckhead Village,B,33.838954,-84.379791
LARCENY-FROM VEHICLE,203171162,11/12/2020,1938 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70158,-84.407758
AGG ASSAULT,203161687,11/12/2020,962 BEECHER ST SW,401,West End,T,33.733132,-84.419277
LARCENY-FROM VEHICLE,203161804,11/12/2020,439 EDGEWOOD AVE SE,604,Sweet Auburn,M,33.754197,-84.373117
LARCENY-FROM VEHICLE,203161860,11/12/2020,425 W PEACHTREE ST NW,504,Downtown,M,33.76579,-84.387057
AGG ASSAULT,203170054,11/12/2020,3771 ROSWELL RD NE,209,North Buckhead,B,33.857753,-84.380878
LARCENY-FROM VEHICLE,203170120,11/12/2020,434 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.753778,-84.373236
LARCENY-NON VEHICLE,203170143,11/12/2020,1739 CHESHIRE BRIDGE RD NE,613,Morningside/Lenox Park,F,33.807537,-84.365231
LARCENY-NON VEHICLE,203170165,11/12/2020,217 IVAN ALLEN JR BLVD NW,504,Downtown,M,33.764879,-84.394366
LARCENY-FROM VEHICLE,203170180,11/12/2020,3312 PIEDMONT RD NE,208,Buckhead Forest,B,33.844651,-84.372666
LARCENY-FROM VEHICLE,203170184,11/12/2020,30 IVAN ALLEN JR BLVD NW,508,Downtown,M,33.764322,-84.38829
LARCENY-FROM VEHICLE,203170193,11/12/2020,3167 GA-141,206,Buckhead Village,B,33.840451,-84.37597
AGG ASSAULT,203170217,11/12/2020,100 AUBURN AVE NE,510,Downtown,M,33.756946,-84.384475
AUTO THEFT,203170226,11/12/2020,970 SPRING ST NW,503,Midtown,E,33.781212,-84.38948
LARCENY-NON VEHICLE,203170241,11/12/2020,1660 JONESBORO RD SE,307,Lakewood Heights,Y,33.706654,-84.379264
ROBBERY,203170258,11/12/2020,1770 RICHMOND CIR SE,307,Lakewood Heights,Y,33.705963,-84.37441
AGG ASSAULT,203170263,11/12/2020,2274 BROOKS AVE NW,109,Almond Park,G,33.784188,-84.463407
AUTO THEFT,203170298,11/12/2020,3738 WINFIELD CT SW,412,Cascade Green,P,33.712901,-84.503599
AGG ASSAULT,203170329,11/12/2020,1170 HOWELL MILL RD NW,501,Home Park,E,33.785834,-84.41216
LARCENY-FROM VEHICLE,203170335,11/12/2020,1147 SEABOARD AVE,606,Reynoldstown,N,33.758822,-84.349922
LARCENY-FROM VEHICLE,203170348,11/12/2020,1400 DONALD LEE HOLLOWELL PKWY NW,106,Bankhead,K,33.771089,-84.433521
LARCENY-FROM VEHICLE,203170398,11/12/2020,102 CONE ST NW,508,Downtown,M,33.757828,-84.390917
BURGLARY,203170415,11/12/2020,2875 BENJAMIN E MAYS DR SW,406,,I,33.730225,-84.482044
LARCENY-FROM VEHICLE,203170424,11/12/2020,323 TED TURNER DR NW,504,Downtown,M,33.764641,-84.388985
LARCENY-FROM VEHICLE,203171218,11/12/2020,650 PONCE DE LEON AVE NE,614,Midtown,E,33.776875,-84.366409
LARCENY-NON VEHICLE,203171223,11/12/2020,1923 TELFAIR LN SW,403,Campbellton Road,R,33.702589,-84.458839
LARCENY-NON VEHICLE,203171235,11/12/2020,1578 N MORNINGSIDE DR NE,613,Morningside/Lenox Park,F,33.797546,-84.359785
LARCENY-FROM VEHICLE,203171265,11/12/2020,1607 WOODBINE AVE SE,610,Kirkwood,O,33.752795,-84.334464
AUTO THEFT,203171268,11/12/2020,914 LUTHER ST NW,103,Blandtown,D,33.794267,-84.42306
LARCENY-FROM VEHICLE,203171310,11/12/2020,1133 HUFF RD NW,103,Blandtown,D,33.789818,-84.424898
AGG ASSAULT,203171367,11/12/2020,4491 CLEMENT DR SW,407,Bakers Ferry,H,33.753534,-84.534526
AUTO THEFT,203171403,11/12/2020,2975 HEADLAND DR SW,411,Greenbriar,R,33.691369,-84.487791
AGG ASSAULT,203171423,11/12/2020,2461 METROPOLITAN PKWY SW,309,Perkerson,X,33.688156,-84.408526
LARCENY-FROM VEHICLE,203171427,11/12/2020,777 MEMORIAL DR SE,606,Reynoldstown,N,33.745798,-84.361763
AUTO THEFT,203171559,11/12/2020,1280 ATLANTIC DR,501,Home Park,E,33.78916,-84.397854
AUTO THEFT,203171584,11/12/2020,87 WALTON ST NW,508,Downtown,M,33.756946,-84.391164
ROBBERY,203171607,11/12/2020,3390 STRATFORD RD NE,208,North Buckhead,B,33.849823,-84.36743
AGG ASSAULT,203171625,11/12/2020,1041 IRA ST SW,302,Pittsburgh,V,33.726505,-84.400256
LARCENY-FROM VEHICLE,203171636,11/12/2020,2190 COLLINS DR NW,103,Bolton,D,33.815396,-84.464766
LARCENY-FROM VEHICLE,203131735,11/12/2020,133 LUCKIE ST NW,508,Downtown,M,33.758642,-84.39063
LARCENY-NON VEHICLE,203151164,11/12/2020,4520 CAMPBELLTON RD SW,413,Arlington Estates,P,33.69547,-84.535629
LARCENY-FROM VEHICLE,203171944,11/12/2020,1750 MERTON RD NE,613,Morningside/Lenox Park,F,33.802503,-84.354657
LARCENY-NON VEHICLE,203171767,11/12/2020,905 JAMES JACKSON PKWY NW,113,Carey Park,G,33.779506,-84.475219
LARCENY-FROM VEHICLE,203171769,11/12/2020,133 LUCKIE ST NW,508,Downtown,M,33.758642,-84.39063
LARCENY-FROM VEHICLE,203171930,11/12/2020,2950 M.L.K. JR DR SW,405,Harland Terrace,I,33.753037,-84.484076
LARCENY-FROM VEHICLE,203172000,11/12/2020,343 PINE ST NE,603,Old Fourth Ward,M,33.767469,-84.376177
LARCENY-FROM VEHICLE,203172003,11/12/2020,3378 GREENBRIAR PKWY SW,413,,P,33.681714,-84.500916
LARCENY-FROM VEHICLE,203151683,11/11/2020,1085 HOWELL MILL RD NW,501,Home Park,E,33.784523,-84.411374
BURGLARY,203151772,11/11/2020,370 NORTHSIDE DR NW,506,English Avenue,L,33.765081,-84.40472
LARCENY-NON VEHICLE,203141219,11/11/2020,3777 ROSWELL RD NE,209,North Buckhead,B,33.857892,-84.381212
LARCENY-FROM VEHICLE,203150761,11/11/2020,1709 HOWELL MILL RD NW,204,Berkeley Park,D,33.800908,-84.415256
ROBBERY,203151867,11/11/2020,600 HUMPHRIES ST SW,303,Mechanicsville,V,33.738571,-84.404521
AUTO THEFT,203151900,11/11/2020,3755 CARMIA DR SW,414,Princeton Lakes,P,33.655914,-84.508455
LARCENY-FROM VEHICLE,203160070,11/11/2020,3097 PIEDMONT RD NE,211,Peachtree Park,B,33.840328,-84.368909
LARCENY-FROM VEHICLE,203160083,11/11/2020,350 MARIETTA ST NW,507,Downtown,M,33.762661,-84.397208
LARCENY-FROM VEHICLE,203160178,11/11/2020,1036 HIGH POINT TERRACE SW,305,High Point,Y,33.717492,-84.394427
LARCENY-FROM VEHICLE,203160217,11/11/2020,5 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.681347,-84.3892
LARCENY-NON VEHICLE,203160265,11/11/2020,1176 CHATTAHOOCHEE AVE NW,103,Blandtown,D,33.800672,-84.425432
BURGLARY,203160268,11/11/2020,1931 VENETIAN DR SW,408,Venetian Hills,S,33.715045,-84.450935
LARCENY-FROM VEHICLE,203160292,11/11/2020,2640 M.L.K. JR DR SW,405,Harland Terrace,I,33.753875,-84.474833
BURGLARY,203160296,11/11/2020,1645 MORELAND AVE SE,607,Custer/McDonough/Guice,W,33.708828,-84.349892
LARCENY-FROM VEHICLE,203160338,11/11/2020,87 HOWELL DR SW,407,Adamsville,H,33.755784,-84.503736
LARCENY-NON VEHICLE,203160348,11/11/2020,1295 SPRING ST NW,502,Midtown,E,33.790203,-84.38906
LARCENY-FROM VEHICLE,203160356,11/11/2020,1131 RAMBLER CROSS,607,Boulevard Heights,W,33.725332,-84.362474
AUTO THEFT,203160425,11/11/2020,240 RENAISSANCE PKWY NE,603,Old Fourth Ward,M,33.768266,-84.37828
LARCENY-FROM VEHICLE,203160429,11/11/2020,1824 CHARLINE AVE NE,613,Morningside/Lenox Park,F,33.804405,-84.347283
LARCENY-FROM VEHICLE,203160435,11/11/2020,3510 ROSWELL RD,206,South Tuxedo Park,B,33.850679,-84.384411
LARCENY-NON VEHICLE,203160447,11/11/2020,71 PEACHTREE ST,510,Downtown,M,33.755642,-84.38881
LARCENY-FROM VEHICLE,203160466,11/11/2020,3102 ALEXANDER CIR NE,209,North Buckhead,B,33.854472,-84.365773
AGG ASSAULT,203160479,11/11/2020,100 CENTENNIAL OLYMPIC PARK DR NW,507,Downtown,M,33.756689,-84.395931
AUTO THEFT,203160522,11/11/2020,70 ALLEN TEMPLE CT NW,111,,I,33.75378,-84.490596
LARCENY-NON VEHICLE,203160536,11/11/2020,155 CENTENNIAL OLYMPIC PARK DR NW,508,Downtown,M,33.758704,-84.392442
AUTO THEFT,203160562,11/11/2020,1099 ALTA AVE NE,602,Inman Park,N,33.760641,-84.351884
LARCENY-FROM VEHICLE,203160565,11/11/2020,55 DELMONT DR NE,206,Garden Hills,B,33.833135,-84.381385
LARCENY-FROM VEHICLE,203160607,11/11/2020,296 LOGAN ST SE,605,Grant Park,W,33.744662,-84.377902
AGG ASSAULT,203160615,11/11/2020,697 DILL AVE SW,301,Capitol View,X,33.718485,-84.410598
LARCENY-FROM VEHICLE,203160702,11/11/2020,1245 DONNELLY AVE SW,402,West End,T,33.734327,-84.428233
BURGLARY,203160713,11/11/2020,1419 MARION ST SE,607,Benteen Park,W,33.713292,-84.364193
BURGLARY,203160768,11/11/2020,234 BRADBERRY ST SW,507,Castleberry Hill,M,33.748382,-84.401276
AUTO THEFT,203160801,11/11/2020,500 CLEVELAND AVE SE,310,Browns Mill Park,Z,33.681114,-84.367513
LARCENY-NON VEHICLE,203160837,11/11/2020,1806 ALVARADO TERRACE SW,404,Westview,T,33.734363,-84.447111
LARCENY-FROM VEHICLE,203160839,11/11/2020,186 DEARBORN ST SE,610,Kirkwood,O,33.748149,-84.327041
ROBBERY,203160841,11/11/2020,862 CARTER ST NW,102,Vine City,L,33.756309,-84.415994
LARCENY-FROM VEHICLE,203160864,11/11/2020,1530 ELLSWORTH INDUSTRIAL BLVD NW,103,Blandtown,D,33.797001,-84.427934
BURGLARY,203160906,11/11/2020,926 MORELAND AVE SE,607,East Atlanta,W,33.729223,-84.349008
LARCENY-FROM VEHICLE,203160937,11/11/2020,1204 EASTRIDGE RD SW,408,Venetian Hills,S,33.722344,-84.444548
LARCENY-FROM VEHICLE,203160968,11/11/2020,1093 HEMPHILL AVE NW,501,Home Park,E,33.784641,-84.405619
LARCENY-NON VEHICLE,203161000,11/11/2020,1800 JAMES JACKSON PKWY NW,113,Lincoln Homes,G,33.803547,-84.480752
LARCENY-NON VEHICLE,203161039,11/11/2020,24 OAKRIDGE AVE NE,611,East Lake,O,33.752233,-84.293852
LARCENY-FROM VEHICLE,203161051,11/11/2020,1770 PEACHTREE RD NW,207,Brookwood,E,33.802343,-84.393175
LARCENY-NON VEHICLE,203161059,11/11/2020,808 MARIETTA ST NW,504,Marietta Street Artery,E,33.774332,-84.40629
BURGLARY,203161118,11/11/2020,925 CANTERBURY LN NE,210,Pine Hills,B,33.828574,-84.357594
LARCENY-FROM VEHICLE,203161127,11/11/2020,1888 PEACHTREE RD,207,Ardmore,E,33.806568,-84.394294
LARCENY-FROM VEHICLE,203161134,11/11/2020,2425 CLAUDE ST NW,103,Riverside,D,33.812286,-84.467573
LARCENY-FROM VEHICLE,203161210,11/11/2020,424 LINDBERGH DR NE,206,Garden Hills,B,33.822308,-84.374165
LARCENY-FROM VEHICLE,203161248,11/11/2020,375 18TH ST NW,501,Atlantic Station,E,33.793057,-84.399607
AUTO THEFT,203161295,11/11/2020,1163 METROPOLITAN PKWY SW,301,Adair Park,V,33.723208,-84.408177
LARCENY-FROM VEHICLE,203161319,11/11/2020,1414 SHERRIE LN SW,412,Greenbriar Village,P,33.703986,-84.538253
LARCENY-NON VEHICLE,203161354,11/11/2020,901 BOLTON RD NW,114,Bankhead/Bolton,H,33.779088,-84.49809
LARCENY-NON VEHICLE,203161360,11/11/2020,1280 CAROLINE ST NE,609,Edgewood,O,33.75935,-84.346607
AUTO THEFT,203161385,11/11/2020,265 PONCE DE LEON AVE NE,505,Midtown,E,33.771684,-84.378393
BURGLARY,203161488,11/11/2020,600 PHIPPS BLVD NE,209,North Buckhead,B,33.853516,-84.365353
AGG ASSAULT,203161526,11/11/2020,3041 LANDRUM DR SW,409,Southwest,R,33.707919,-84.487125
LARCENY-NON VEHICLE,203161534,11/11/2020,933 PEACHTREE ST NE,503,Midtown,E,33.77959,-84.383732
LARCENY-NON VEHICLE,203161564,11/11/2020,2470 CHESHIRE BRIDGE RD NE,212,Lindridge/Martin Manor,F,33.822301,-84.35211
LARCENY-FROM VEHICLE,203161608,11/11/2020,2087 HOLTZ LN,204,Bolton,D,33.816007,-84.443349
AUTO THEFT,203161609,11/11/2020,608 14TH ST NW,501,Home Park,E,33.785885,-84.407171
LARCENY-NON VEHICLE,203161612,11/11/2020,170 BOULEVARD SE,606,Cabbagetown,N,33.750607,-84.369895
AGG ASSAULT,203161622,11/11/2020,1023 HUTCHENS RD SE,313,South River Gardens,Z,33.665728,-84.355746
LARCENY-FROM VEHICLE,203161635,11/11/2020,3718 M.L.K. JR DR SW,407,Adamsville,H,33.76377,-84.509503
BURGLARY,203161666,11/11/2020,501 CONNELL AVE SW,309,Perkerson,X,33.683726,-84.406371
LARCENY-FROM VEHICLE,203161667,11/11/2020,183 MT ZION RD SE,312,Glenrose Heights,Z,33.672179,-84.387573
ROBBERY,202752065,11/11/2020,250 FULTON ST SW,303,Mechanicsville,V,33.741572,-84.396366
LARCENY-NON VEHICLE,203100004,11/10/2020,2551 ETHERIDGE DR NW,113,Carey Park,G,33.788128,-84.471529
HOMICIDE,203140296,11/10/2020,2997 CAMPBELLTON RD SW,409,Southwest,R,33.696108,-84.486778
LARCENY-NON VEHICLE,203140777,11/10/2020,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.822718,-84.371701
LARCENY-NON VEHICLE,203140778,11/10/2020,2083 DUNWOODY ST NE,610,Kirkwood,O,33.752016,-84.319381
BURGLARY,203150804,11/10/2020,2351 LENOX RD NE,212,Lindridge/Martin Manor,F,33.816777,-84.352243
LARCENY-FROM VEHICLE,203150831,11/10/2020,2331 PEACHTREE RD NE,206,Buckhead Village,B,33.839652,-84.379528
LARCENY-FROM VEHICLE,203150840,11/10/2020,3833 ROSWELL RD NE,209,North Buckhead,B,33.858931,-84.379995
LARCENY-NON VEHICLE,203150857,11/10/2020,225 BAKER ST NW,508,Downtown,M,33.763382,-84.39511
LARCENY-FROM VEHICLE,203150862,11/10/2020,1874 PEACHTREE ST NE,207,Ardmore,E,33.806181,-84.394395
LARCENY-FROM VEHICLE,203150881,11/10/2020,100 BAGLEY ST NE,206,Garden Hills,B,33.835232,-84.372436
LARCENY-FROM VEHICLE,203150926,11/10/2020,1190 FOSTER ST NW,103,Blandtown,D,33.787131,-84.414517
LARCENY-FROM VEHICLE,203150972,11/10/2020,349 DECATUR ST SE,604,Sweet Auburn,M,33.749898,-84.377702
LARCENY-FROM VEHICLE,203150987,11/10/2020,3393 PEACHTREE RD NE,210,Lenox,B,33.848151,-84.363438
LARCENY-FROM VEHICLE,203151036,11/10/2020,462 FAIR ST SW,507,Castleberry Hill,M,33.748752,-84.402297
LARCENY-FROM VEHICLE,203151046,11/10/2020,1115 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.773454,-84.35096
AGG ASSAULT,203151081,11/10/2020,3279 RENAULT RD SE,312,Orchard Knob,Z,33.665651,-84.378456
AGG ASSAULT,203151087,11/10/2020,141 JOSEPH E. LOWERY BLVD NW,102,Vine City,L,33.758608,-84.417287
LARCENY-FROM VEHICLE,203151092,11/10/2020,245 PEACHTREE CENTER AVE NE,509,Downtown,M,33.761275,-84.385375
LARCENY-NON VEHICLE,203151121,11/10/2020,2 EDGEWOOD AVE NE,510,Downtown,M,33.754497,-84.387779
LARCENY-NON VEHICLE,203151161,11/10/2020,3225 SAVILLE ST SW,414,Princeton Lakes,P,33.665615,-84.516505
LARCENY-NON VEHICLE,203150712,11/10/2020,1484 IVERSON ST NE,608,Candler Park,N,33.763968,-84.339025
LARCENY-NON VEHICLE,203150721,11/10/2020,1941 COMPTON DR SE,307,Lakewood Heights,Y,33.701208,-84.383028
AGG ASSAULT,203141276,11/10/2020,2784 DONALD LEE HOLLOWELL PKWY NW,112,Collier Heights,I,33.779378,-84.479709
BURGLARY,203151177,11/10/2020,1750 COMMERCE DR NW,204,Berkeley Park,D,33.801368,-84.411135
LARCENY-NON VEHICLE,203151178,11/10/2020,2125 SOUTHWOOD BLVD SW,412,Ben Hill Terrace,P,33.696031,-84.519509
AUTO THEFT,203151273,11/10/2020,343 JOSEPH E LOWERY BLVD SW,104,Ashview Heights,T,33.745676,-84.417811
BURGLARY,203151290,11/10/2020,1118 RICHLAND RD SW,402,Oakland City,S,33.730551,-84.424303
AGG ASSAULT,203151330,11/10/2020,3086 MIDDLETON RD NW,111,,I,33.753529,-84.489288
LARCENY-FROM VEHICLE,203151337,11/10/2020,1441 CONNALLY AVE SW,403,Oakland City,S,33.71565,-84.42976
AUTO THEFT,203151349,11/10/2020,150 CARNEGIE WAY NW,508,Downtown,M,33.758321,-84.389049
AUTO THEFT,203151369,11/10/2020,900 LOIS ST NW,106,,J,33.781738,-84.434346
AUTO THEFT,203151431,11/10/2020,900 NEW TOWN CIR SE,308,Thomasville Heights,Z,33.708632,-84.360103
LARCENY-FROM VEHICLE,203151517,11/10/2020,138 EDGEWOOD AVE SE,510,Downtown,M,33.754554,-84.383678
AGG ASSAULT,203151559,11/10/2020,840 OLD FLAT SHOALS RD SE,606,Reynoldstown,N,33.745837,-84.35993
LARCENY-NON VEHICLE,203151574,11/10/2020,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.803135,-84.411604
LARCENY-NON VEHICLE,203151576,11/10/2020,1723 LAKEWOOD AVE SE,307,Lakewood Heights,Y,33.706737,-84.380448
LARCENY-FROM VEHICLE,203151663,11/10/2020,1305 FAIRVIEW RD NE,608,Druid Hills,N,33.77223,-84.344654
LARCENY-NON VEHICLE,203141073,11/10/2020,2841 GREENBRIAR PKWY SW,411,Greenbriar,R,33.688394,-84.493522
LARCENY-FROM VEHICLE,203141362,11/10/2020,265 PONCE DE LEON AVE NE,505,Midtown,E,33.771684,-84.378393
LARCENY-FROM VEHICLE,203140920,11/10/2020,180 WALKER ST SW,507,Castleberry Hill,M,33.749799,-84.400974
LARCENY-NON VEHICLE,203140967,11/10/2020,2420 PEACHTREE RD NW,206,Peachtree Heights West,B,33.82106,-84.388782
LARCENY-FROM VEHICLE,203141778,11/10/2020,930 HOWELL MILL RD NW,501,Home Park,E,33.780238,-84.411193
AGG ASSAULT,203141796,11/10/2020,491 FLAT SHOALS AVE SE,612,East Atlanta,W,33.740553,-84.346322
LARCENY-FROM VEHICLE,203141813,11/10/2020,154 KROG ST NE,602,Inman Park,N,33.759236,-84.363933
LARCENY-FROM VEHICLE,203141852,11/10/2020,1140 CRESCENT AVE NE,503,Midtown,E,33.785882,-84.384518
AGG ASSAULT,203150039,11/10/2020,3349 DELMAR LN NW,111,Adamsville,H,33.756897,-84.497535
LARCENY-FROM VEHICLE,203150063,11/10/2020,1092 PEACHTREE ST NE,503,Midtown,E,33.78431,-84.383072
LARCENY-FROM VEHICLE,203150078,11/10/2020,300 LUCKIE ST NW,508,Downtown,M,33.762602,-84.395886
LARCENY-NON VEHICLE,203150084,11/10/2020,320 FAIRBURN RD SW,407,Fairburn Mays,H,33.745296,-84.508239
AUTO THEFT,203150115,11/10/2020,113 DOGWOOD DR NW,112,Collier Heights,I,33.780946,-84.495051
LARCENY-NON VEHICLE,203150161,11/10/2020,1222 WEST MARIETTA ST NW,106,Knight Park/Howell Station,K,33.786038,-84.427329
BURGLARY,203150188,11/10/2020,519 MEMORIAL DR SE,605,Grant Park,W,33.746035,-84.370798
